name,videoUrl,imageUrl,instruction,componentIds,categories,prescriptions,patterns,bodyRegions,equipment,loadingSides,locations,liftPriorities,movementDirections,Column1,disabled
Squat Jump - DB SA,https://iamaspire.aspire.qa/ExerciseVideo/Squat Jump - DB SA.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_a2d647aa-94e1-4220-be2a-c971524496e6.png,"Holding dumbbell in 1 hand, big chest and brace core. Descend into squat position, set and then power out the bottom, jumping for height. Land softly, returning to set position.",strength:power:fast-general,strength:corrective:spine,ext-load-bil,squat,lower,strength:bench:flat,,gym,assistance,linear,,FALSE
Squat Jump [ArmsFree],https://iamaspire.aspire.qa/ExerciseVideo/Squat Jump [ArmsFree].mp4,,"Descend into squat position. Set and then power out the bottom, using arm and jumping for height. Land softly, returning to set position.",strength:power:fast-general,strength:corrective:spine,ext-load-bil,jump,lower,strength:smith,,"pitch,gym,mobile",,,,FALSE
Squat Jump [HoH],https://iamaspire.aspire.qa/ExerciseVideo/Squat Jump [HoH].mp4,,"With hands on hips, descend into squat position. Set and then power out the bottom, keeping hands on hips and jumping for height. Land softly, returning to set position.",strength:power:fast-general,strength:corrective:spine,ext-load-bil,jump,lower,strength:smith,,"pitch,gym,mobile",,,,FALSE
Squat Jump to Box,https://iamaspire.aspire.qa/ExerciseVideo/Squat Jump to Box.mp4,,"Standing in front of the box, descend into squat position. Set and then power out the bottom, using arm and jumping for height. Land softly on top of the box.",strength:power:fast-general,strength:corrective:spine,ext-load-bil,jump,lower,strength:barbells:olympic,,"pitch,gym",,,,FALSE
Squat to OHP - DI,https://iamaspire.aspire.qa/ExerciseVideo/Squat to OHP - DI.mp4,,"Hold disc in 2 hands level with your chest. Descend into squat position, as you ascend to standing press the disc overhead. Return disc to chest level and repeat.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,squat,total,,,"pitch,gym",,,,TRUE
Squat Vertical Throw - MB,https://iamaspire.aspire.qa/ExerciseVideo/Squat Vertical Throw - MB.mp4,,"Hold medicine ball in 2 hands level with your shoulders. Dip and drive out of the squat, propelling the medicine ball overhead, as high as possible.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,push,total,free-weight:medicine-ball,,"pitch,gym",,,,TRUE
Squat w High Pull - FW[V12],https://iamaspire.aspire.qa/ExerciseVideo/Squat w High Pull - FW[V12].mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_c1aed832-fb30-4d0b-9b95-04a8ecf59a14.png,"Hold handle in 2 hands, pulling cable to start flywheel. Violently drive out of the squat, pulling handle towards chest. Return to bottom of squat with arms long in timing with the flywheel and repeat at speed.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,squat,total,free-weight:medicine-ball,,gym,assistance,,,TRUE
"Squat, collapse, Step",https://iamaspire.aspire.qa/ExerciseVideo/,,,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,lower,,,,,,,TRUE
Staggered Quarter Squat - FW[D11],https://iamaspire.aspire.qa/ExerciseVideo/Staggered Quarter Squat - FW[D11].mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_12ad806e-0e24-4407-ba21-cec011be3497.png,"With harness on, keep chest big and core strong. Begin to start the flywheel. Descend into squat, with weight over 1 leg. Drive through the floor, powering out of the bottom. Shift weight over to other leg as flywheel begins to pull you downwards.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,bodyweight:pull-up-bar,,gym,,,,TRUE
Staggered Squat - Landmine,https://iamaspire.aspire.qa/ExerciseVideo/Staggered Squat - Landmine.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_dc66ef81-3475-4f19-be24-4d356f9fd0c0.png,"Leaning forward at a 45 degree angle, hold end of the barbell in 2 hands close to your upper chest. Beginning in a staggered stance, descend into squat position. Explode out of the bottom, driving through the hips, keeping bar close to chest.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,bodyweight:pull-up-bar,,gym,assistance,,,TRUE
Staggered Squat & Press - Landmine,https://iamaspire.aspire.qa/ExerciseVideo/Staggered Squat & Press - Landmine.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_b0adbb90-504b-4be0-bb6b-72e661f07214.png,"Leaning forward at a 45 degree angle, hold end of the barbell in 2 hands close to your upper chest. Beginning in a staggered stance, descend into squat position. Explode out of the bottom, pressing the bar overhead.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,squat,total,functional:box,,gym,,,,TRUE
Staggered Stance Deadlift - BB,https://iamaspire.aspire.qa/ExerciseVideo/Staggered Stance Deadlift - BB.mp4,,"Hold the barbell in 2 hands close to your hips. Begin in a staggered stance, keeping shoulders pulled back. Push hips back as bar decends. Once bar passes knees, bring knees forward over the bar. Continue to lower hips, descending until bar reaches the floor.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,dl-hinge,total,strength:barbells:olympic,,gym,supplemental,,,TRUE
Staggered Stance Quarter Squat - BB,https://iamaspire.aspire.qa/ExerciseVideo/Staggered Stance Quarter Squat - BB.mp4,,"Hold the barbell in the back. Begin in a staggered stance, and descend into squat 90 degree angle and come back to initial position with control.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,squat,lower,strength:dumbbells:regular,bilateral,gym,supplemental,,,TRUE
Staggered Stance RDL - BB,https://iamaspire.aspire.qa/ExerciseVideo/Staggered Stance RDL - BB.mp4,,"Hold the barbell in 2 hands close to your hips. Begin in a staggered stance, keeping shoulders pulled back. Push hips back as bar decends. Continue to lower hips, descending until bar close of the floor. Come back in standing position keeping the bar long the body",strength:corrective:spine,strength:corrective:spine,ext-load-bil,dl-hinge,total,functional:jump-rope,monopedal,gym,,,,TRUE
Staggered Stance RDL - TB,https://iamaspire.aspire.qa/ExerciseVideo/Staggered Stance RDL - TB.mp4,,"Hold the trapbar close to your hips. Begin in a staggered stance, keeping shoulders pulled back. Push hips back as bar decends. Continue to lower hips, descending until bar close of the floor. Come back in standing position keeping the bar long the body",strength:corrective:spine,strength:corrective:spine,ext-load-bil,dl-hinge,total,,bilateral,gym,,,,TRUE
Standing Battle Rope Sled Pull,,,,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,,functional:box,,,,,,TRUE
Standing Cable Rotation - KS,https://iamaspire.aspire.qa/ExerciseVideo/Standing Cable Rotation - KS.mp4,,"Standing position, take the handle with two hands. Arms straight, pull the cable inwards (shoulders rotation) without moving the rest of the body. Return slowly in initial position.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,torsion,upper,strength:barbells:olympic,,"gym,mobile",,,,TRUE
Standing Horizontal Plate Press - DI,https://iamaspire.aspire.qa/ExerciseVideo/Standing Horizontal Plate Press - DI.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_c0b96be0-b845-4ef3-a7d5-df49983c212a.png,"Standing position holding the plate in two hands, pushing the weight in horizontal until you stretch your arms. Return close of the chest under control without dropping the plate. Take care of your back (bend the legs)",strength:corrective:spine,strength:corrective:spine,ext-load-bil,push,upper,bodyweight:pull-up-bar,,gym,,,,TRUE
Standing Knee Hug Stretch,https://iamaspire.aspire.qa/ExerciseVideo/Standing Knee Hug Stretch.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_83ae87d8-3b5b-4ad7-a92a-2a915e2a32b8.png,Chest out|| move slowly and core strong. Do not lean backward. Drive the knee actively. Hold 5 seconds at maximum point of tension.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,,lower,,,,,,,TRUE
Standing Knee In&Out - Miniband,https://iamaspire.aspire.qa/ExerciseVideo/Standing Knee In&Out - Miniband.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_c3a9288b-d921-4148-9bab-1329c122fb9a.png,Push the knee out without moving the feet. Try to reach as much distance as you can. Stay few seconds at the end of movement.,strength:corrective:spine,strength:corrective:spine,mb-drills-uni,squat,lower,free-weight:resistance-bands,,"gym,pitch",,,,TRUE
Standing Leg Cradle Stretch,https://iamaspire.aspire.qa/ExerciseVideo/Standing Leg Cradle Stretch.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_55230982-08d9-4129-afe4-42fc1836f57f.png,Chest out|| move slowly and core strong. Do not lean backward. Drive the knee actively. Hold 5 seconds at maximum point of tension.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,,lower,,,"pitch,gym",,,,TRUE
Standing MB Slam - MB,https://iamaspire.aspire.qa/ExerciseVideo/Standing MB Slam - MB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_ce137737-12b2-4f20-88d5-50a16e7a21e4.png,Standing position with your Medecin ball in your hands. Hold the MB over your head and Throw it on the floor as fast as possible going down in squat position. Take it back and repeat.,strength:corrective:spine,strength:corrective:spine,mb-drills-bil,squat,total,bodyweight:pull-up-bar,,gym,,,,TRUE
Standing Torsion w YB - FW[V12],https://iamaspire.aspire.qa/ExerciseVideo/Standing Torsion w YB - FW[V12].mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_c2b5a33a-05c3-4fb5-8ec2-03929a8b4432.png,"Standing position, take the handle with two hands. hold the cable with both hands and the swissball in your arms, against your chest, Pull the cable inwards (shoulders rotation) and return with control. Repeat with tempo.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,torsion,upper,,,gym,,,,TRUE
Star Excursion Balance Test,https://iamaspire.aspire.qa/ExerciseVideo/Star Excursion Balance Test.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_9a5bb1dc-49df-4c24-bba0-730be58695dc.png,Keep ankle and knee stability. Create foot arch and activate foot muscle. Big toe press the floor. Move slowly and control the body.,coordination:balance,strength:corrective:spine,ext-load-uni,primitive,core,functional:trx,,"pitch,gym,mobile",,,,FALSE
Step Switches on Stepper,https://iamaspire.aspire.qa/ExerciseVideo/Step Switches on Stepper.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_35c5c868-8fb9-407f-a0df-fe466ea6bf63.png,Using a step or hill|| start with one leg elevated. Keeping ankles stiff|| stay on balls of the feet and look to switch legs repeatedly at speed.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,jump,lower,bodyweight:pull-up-bar,,pitch,,,,TRUE
Stir the Pot - YB,https://iamaspire.aspire.qa/ExerciseVideo/Stir the Pot - YB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_6428aa87-8908-4fab-a4e7-79675046e439.png,Chest out and keep back straight. Actively squeeze core muscles. Avoid movement of the hip and trunk during fitball rotations.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,primitive,core,functional:stability-ball,,gym,,,,TRUE
Suitcase Carry - KB,https://iamaspire.aspire.qa/ExerciseVideo/Suitcase Carry - KB.mp4,,Taking the kettlebell ( on your side) with one hand in squat position and walking with the KT with control,strength:corrective:spine,strength:corrective:spine,ext-load-bil,carry,total,functional:stability-ball,,"pitch,gym,mobile",assistance,,,TRUE
Sumo Deadlift - BB,https://iamaspire.aspire.qa/ExerciseVideo/Sumo Deadlift - BB.mp4,,,strength:corrective:spine,strength:corrective:spine,ext-load-bil,dl-hinge,total,strength:barbells:trapbar,,gym,,,,TRUE
Superman Plank,https://iamaspire.aspire.qa/ExerciseVideo/Superman Plank.mp4,,Plank hands position: Chest out and keep back straight. Raise the outstretched arm until shoulder height and the opposite leg ( diagonal). Return slowly and change the side,strength:corrective:spine,strength:corrective:spine,ext-load-uni,primitive,core,strength:barbells:trapbar,,gym,,,,TRUE
Supine Active Hamstring Stretch,https://iamaspire.aspire.qa/ExerciseVideo/Supine Active Hamstring Stretch.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_97de0c1b-4a9d-4174-9a9a-50a27b148204.png,Keep lower back flat on the ground. Push your heel into the ground. Keep knee and ankle full extended. Hold at maximum point of tension for 5 seconds.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,primitive,lower,,,"pitch,gym,mobile",,,,TRUE
Supine Alternating Knee Drops Stretch,https://iamaspire.aspire.qa/ExerciseVideo/Supine Alternating Knee Drops Stretch.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_6776862b-51f4-4cde-ad1d-5dc7362d9b09.png,Push hands against the floor. Keep the shoulder on the floor and the legs together during the movement. Control the the legs during the movement.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,primitive,total,,,"pitch,gym,mobile",,,,TRUE
Supine ASLR Stretch,https://iamaspire.aspire.qa/ExerciseVideo/Supine ASLR Stretch.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_6297ad85-1b47-4667-b0e9-70d761ee4415.png,Keep lower back flat on the ground all the time. Keep the knee and ankle full extended. Hold at maximum point of tension for 5 seconds.,strength:corrective:spine,strength:corrective:spine,ext-load-uni,primitive,lower,,,"pitch,gym,mobile",,,,TRUE
Supine Shoulder Floor Slide,https://iamaspire.aspire.qa/ExerciseVideo/Supine Shoulder Floor Slide.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_681ec0a7-3753-4690-bc22-c1ba44ad4e25.png,Lower back remain stable during whole exercise. Try to put elbows and wrists on the floor. Move slow. Breath out while hands go up.,rom:mobility:dynamic-wu,strength:corrective:spine,ext-load-bil,primitive,upper,,,"pitch,gym,mobile",,,,TRUE
Supine Vertical Throw - MB,https://iamaspire.aspire.qa/ExerciseVideo/Supine Vertical Throw - MB.mp4,,Lie on your back with your legs bent. Hold the MB against your chest and throw it vertically with your arms outstretched. Catch it with control and repeat. Body remains stable during whole exercise,strength:corrective:spine,strength:corrective:spine,mb-drills-bil,press,upper,bodyweight:pull-up-bar,,"pitch,gym",,,,TRUE
Table,https://iamaspire.aspire.qa/ExerciseVideo/,,,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,total,,,,,,,FALSE
Table to Flip,https://iamaspire.aspire.qa/ExerciseVideo/,,,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,total,,,,,,,FALSE
Team Rope Pull,,,,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,,free-weight:medicine-ball,,,,,,TRUE
The Monkey Bars,https://iamaspire.aspire.qa/ExerciseVideo/,,,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,upper,,,,,,,TRUE
The Worlds Greatest Stretch,https://iamaspire.aspire.qa/ExerciseVideo/The Worlds Greatest Stretch.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_82cd282f-ce8f-47de-b298-9c14ed755951.png,Lunge position. Place your hands on the ground in line with the front foot. Front knee is on the outside of the arms. Keep back knee off the ground. Look up|| keep your back straight. Lift your inside arm towards the sky. Keep a look on it,strength:corrective:spine,strength:corrective:spine,ext-load-uni,primitive,total,bodyweight:pull-up-bar,,"pitch,gym,mobile",,,,TRUE
Tibialis Anterior - FoamRoller,https://iamaspire.aspire.qa/ExerciseVideo/Tibialis Anterior - FoamRoller.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_6fc220f0-4d4e-4ab4-96d3-3d1c31aade87.png,Search trigger points|| push on it keeping the pressure constant. Scale of pain out of 10 never more than 8 release it until 3-4.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,primitive,lower,,,gym,,,,TRUE
Toe Back Squat - BB,https://iamaspire.aspire.qa/ExerciseVideo/Toe Back Squat - BB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_e3cbbf88-9e3d-467c-ac24-bd2bcc46f520.png,"Hold the barbell in the back, standing position. Push on your toes and maintain the posture. Descend into squat and come back to initial position with control and keeping balance",strength:corrective:spine,strength:corrective:spine,ext-load-bil,squat,lower,strength:dumbbells:regular,,gym,supplemental,,,TRUE
